filename	condition	comprehension
anat/sub-327_T1w.nii.gz	n/a	n/a
func/sub-327_task-notthefallintact_bold.nii.gz	intact-longscram	n/a
func/sub-327_task-notthefalllongscram_bold.nii.gz	intact-longscram	n/a
