filename	condition	comprehension
anat/sub-139_T1w.nii.gz	n/a	n/a
func/sub-139_task-notthefallintact_bold.nii.gz	intact-longscram	n/a
func/sub-139_task-notthefalllongscram_bold.nii.gz	intact-longscram	n/a
func/sub-139_task-slumlordreach_bold.nii.gz	n/a	0.771
