filename	condition	comprehension
anat/sub-137_T1w.nii.gz	n/a	n/a
func/sub-137_task-notthefallintact_bold.nii.gz	intact-shortscram	n/a
func/sub-137_task-notthefallshortscram_bold.nii.gz	intact-shortscram	n/a
func/sub-137_task-slumlordreach_bold.nii.gz	n/a	0.522
