filename	condition	comprehension
anat/sub-335_T1w.nii.gz	n/a	n/a
func/sub-335_task-notthefallintact_bold.nii.gz	intact-longscram	n/a
func/sub-335_task-notthefalllongscram_bold.nii.gz	intact-longscram	n/a
