filename	condition	comprehension
anat/sub-333_T1w.nii.gz	n/a	n/a
func/sub-333_task-notthefallintact_bold.nii.gz	intact-shortscram	n/a
func/sub-333_task-notthefallshortscram_bold.nii.gz	intact-shortscram	n/a
