filename	condition	comprehension
anat/sub-142_T1w.nii.gz	n/a	n/a
func/sub-142_task-notthefallintact_bold.nii.gz	intact-longscram	n/a
func/sub-142_task-notthefalllongscram_bold.nii.gz	intact-longscram	n/a
func/sub-142_task-slumlordreach_bold.nii.gz	n/a	0.505
