filename	condition	comprehension
anat/sub-075_run-1_T1w.nii.gz	n/a	n/a
anat/sub-075_run-2_T1w.nii.gz	n/a	n/a
anat/sub-075_run-3_T1w.nii.gz	n/a	n/a
anat/sub-075_run-4_T1w.nii.gz	n/a	n/a
func/sub-075_task-21styear_bold.nii.gz	n/a	0.963
func/sub-075_task-merlin_bold.nii.gz	movie	n/a
func/sub-075_task-pieman_bold.nii.gz	n/a	n/a
func/sub-075_task-schema_run-1_bold.nii.gz	n/a	n/a
func/sub-075_task-schema_run-2_bold.nii.gz	n/a	n/a
func/sub-075_task-schema_run-3_bold.nii.gz	n/a	n/a
func/sub-075_task-schema_run-4_bold.nii.gz	n/a	n/a
func/sub-075_task-sherlock_bold.nii.gz	naive	0.532
