filename	condition	comprehension
anat/sub-337_T1w.nii.gz	n/a	n/a
func/sub-337_task-notthefallintact_bold.nii.gz	intact-longscram	n/a
func/sub-337_task-notthefalllongscram_bold.nii.gz	intact-longscram	n/a
