filename	condition	comprehension
anat/sub-218_T1w.nii.gz	n/a	n/a
func/sub-218_task-shapesphysical_bold.nii.gz	movie-physical-social	n/a
func/sub-218_task-shapessocial_bold.nii.gz	movie-physical-social	n/a
