filename	condition	comprehension
anat/sub-145_T1w.nii.gz	n/a	n/a
func/sub-145_task-notthefallintact_bold.nii.gz	intact	n/a
func/sub-145_task-slumlordreach_bold.nii.gz	n/a	0.641
